melqupak	pos	shaggy or long-haired dog; arctic loon (Gavia arctica)	Qikmighaghhaghnguq melqupagraaghhaq tagiiq naken tamaaken. ‘A shaggy puppy came on the scene.’ (SIVUQ. NANGAGH. 2:208)
melquq	pos	fur; feather; body hair	"melqwa or melqwi ‘its fur, its hair’"
melquvyaaq	pos	"fine, short or sparse hair"	#NAME?
melquvzeghaq	pos	"fine, short or sparse hair"	#NAME?
melug-	pos	to suck; to smoke; to bite (of mosquito)	"melugtuq ‘he sucked, smoked’; melugaa ‘he smoked or sucked it’ / sugukelingiighem melugaa ‘the mosquito bit him (literally, sucked him (i.e., his blood)’)"
melugragh-	pos	to repeatedly suck 	melugraghtuq ‘he kept sucking something’; melugraghaa ‘he kept sucking it’ /
melugyaghqaq	pos	smoking tobacco	No information given.
melugyaq	pos	jellyfish	said to be so called from the sucking action they make when touched
melyugraagh-	pos	to mutter	Chukotkan (R)
melyugraaq	pos	bad voice	Chukotkan (R)
memeghnaaq	pos	tree stump with roots	Chukotkan (R); = mimeghnaaq
meneq	pos	act of drinking	used in the ablative-modalis as indefinite object of the verb taaqe- ‘to finish’: Meghumalghii taagken.  Meneghmeng taaqluni tamaani yuvghiighluni esghapagluni aanumalghii. ‘Then he drank. After he finished drinking he went outside there to look and check on things.’ (KALLAG. 10); see also discussion of -neq1 in the postbase section
mengag-	pos	to make a vocal sound	Chukotkan (R)
mengelgha	pos	noise of a lot of people together	"mengelghat nagaqughluki takwaaput ‘we heard a lot of people talking and we went to them’; neghuullghiit qerngaghllagmeng mengelghangat seghleghllaguuq ‘a large group was eating, and the noise they made was bad’"
mengelghate-	pos	"for people to talk in a way such that they cannot be understood due to distance, noice, etc."	naken mengelghataqat? ‘where is all the talking coming from?’
mengghaalugraagh-	pos	to babble (of baby); to mumble; to make non-speech vocal sounds	No information given.
mengghaalugraaq	pos	vocal but non-speech sound(s); babbling; mumbling	No information given.
menghu-	pos	to feel left out when one doesn’t receive anything from someone	"ellmi tuuneghinniluni menghuluni nengaamalghii ‘she thought she didn’t get anything, so she felt left out and stalked off’; ilangi yugem menghuketaghaqluteng ayuqut ‘some people are sensitive about being left out’"
mengileg-	pos	No information given.	"root; > mengilegnagh-, mengilegyagute-, mengilegyug-"
mengilegnagh-	pos	"to be such as to cause one to feel an obligation to act (especially, to render aid)"	No information given.
mengilegyagute-	pos	to tire of being pestered by (him)	"Amenam aglaghluni, iitqiinaghluni anenghaghhani qinuyugtaa ughluvghaangliisqelluku, weni qinuyugtaa. Qenwat anengaghhaan mengilegyagulluku amenam yataaghqutuq. ‘Then she went home, and as soon as she came in she started pestering her brother to make a bow. Finally her brother got tired of being pestered and got ready (to make the bow).’ (SIVUQ. NANGAGH. 3:204)"
mengilegyug-	pos	"to feel obliged (due to being cajoled, having one’s pity aroused, etc.) to act"	"ighneghhaghmi mengilegyugsatni maligtesqelluni qenwat qepghaqani peglluku pimalghii ‘when his son cajoled him, asking him (the father) to go with him, he (the father) finally left his work and did (as requested)’"
mengllagh-	pos	to melt snow or ice for water	mengllaghtuq ‘he melted snow or ice for water’; mengllaghaa ‘he melted it for water’ or ‘he melted snow or ice to make water for her’ /
mengqughtagh-	pos	to pop gum while chewing it	mengqughtafqaavek ‘stop popping your gum while you chew’
mengqughuute-	pos	to make a popping sound	mengqughuutuq ‘it made a popping sound’; mengqughuutaa ‘he made a popping sound with it’; ‘ he popped it’ /
mengquq1	pos	goose bump; feather stem on birdskin	mengqwi ‘his goose bumps’; leghlleq ghhiitaqaqa mengqughtupigtuq ‘the goose I plucked has a lot of feather stems’
mengquq2	pos	popping sound	No information given.
mengteghangwaaq	pos	cabin; seasonal house	Chukotkan (V&E)
mengteghaq	pos	house	"Chukotkan primarily;  this term is used to refer to the traditional Chukchi-style Eskimo dome-shaped house with walrus skin cover held down with rock weights hanging from the edges , called ‘yaranga’ in Russian, or to a modern house, as opposed to the earlier semi-subterranean house, nenglu; the term mengteghapik is used to distinguish the traditional Chukchi style house from a modern house; Yugem pimakangi:  ""Aghnani ukughsi,  iightingnga. Maklawaaq tuquskumkun, mengteghaghpesinun aglaghllequsi."" ‘The man said to them, “You women, hide yourselves. When I kill the caterpillar you will all return to your houses.”’ (MATERIALY 444); = mangteghaq"
mengulghu-	pos	to speak quietly; to babble	Chukotkan (R)
mengulghuuk	pos	hum	Chukotkan (R)
mengwaagtagh-	pos	to make vocal sounds repeatedly but intermitently	sangwaa mengwaagtaghta? ‘what is making those vocal sounds?’
mengwaagte-	pos	to hear vocal sounds repeatedly but intermitently	"nunavak uglaneghmini repall mengwaaglluni lliiqayuk ‘when a herd of walrus on ice is numerous, vocal sounds can be heard on and off’"
mengwaak	pos	moaning; groaning; vocal but non-speech sound(s); unintelligible voices heard in the distance	No information given.
mengyagh-	pos	to attract unwanted spirits especially from the ocean by making excessive noise	No information given.
mengyaq	pos	unwanted spirit attracted by excessive noise	No information given.
menqeqengeltagh-	pos	to crackle; to click	Chukotkan (R)
menutu-	pos	"to be forceful, loud, strong"	menutuuq ‘it was forceful’ / akuziiq menutuluni ‘he spoke loudly’; nuna aaghhaghtuq menutuluni ‘the earthquake was strong’
menutuqaq	pos	"loud sound (of knocking, shouting etc.)"	Chukotkan (R)
mepik	pos	good fresh water	No information given.
meq	pos	water; ocean; vessel for melting snow for water (when used in dual); area of open water in pack ice; polynya	"meghqun ‘down to the ocean’; meghmi ‘in the water, in the ocean’; meghek (dual) ‘large vessel for melting snow for water or for storing water in the house; polynya; open area of water in pack ice’; Tawaten malleglutek mengunani kiyaghtuq. ‘It (the ice) would come in [to shore] and it would stay that way without there being any [open] water.’ (SIVUQ. NANGAGH. 2:154); see megh<e>- ‘to drink’, the verbal counterpart of the noun base"
meqaq	pos	"hide that has been processed, usually be aging, to remove hair or fur"	meqaq akmagtangllaghnaken ‘make a bag out of the proccesed hide’; amiirameng meqameng nateghqaghqiisiin ‘do you have any proccessed hide for boot soles?
meqe-	pos	to shed hair	mequq ‘it (area of skin)  shed’; meqaa ‘it (animal) shed’ /meqetaa ‘he removed the hair from it’
Meqegtaq	pos	projection of land into lagoon from barrier isthmus toward east end of Koozata Lagoon on St. Lawrence Is.	see Map 5 in Appendices
meqenghaq	pos	one that is or has become furless or hairless; bald person (slang)	meqenghaq yuuk tamaa kaasimaaq ‘a bald headed man has arrived’; amiiraq meqenghaq egsimaat ‘they threw away the furless sealskin’
meqesigh-	pos	to cause a skin to shed its hair by allowing it to age	No information given.
meqete-	pos	to put one's lips together; to close one's mouth tightly	"Pugimaghnaqngama meqellunga meghmun qetgeghtunga. ‘When I was ready to swim, I put my lips together and jumped into the water.’ (SLI JR. DICT. 87); meqenneqesgsaghtuq ‘he kept his lips tightly shut’; meqetngwaaghtuq ‘he closed his mough tightly’"
meqlegh-	pos	to lack something; to be poor; to be short of something; to be in need of something	"sameng piyugnameng meqleghluteng anglikat ‘they were raised without having wanted things (i.e., popular toys)’"
meqleqe-	pos	to lack (it); be in need of (it)	tamaana meqleqluku ayuqaat ‘they were in need of those things’
meqralqagh-	pos	to be partially furless; to have bald spots	amiiraq una meqralqaghtupigta ‘this seal skin has a lot of bald spots’; meqralqiisaqumi piniimayaghta ‘if it didn’t have bald spots it would’ve been good’
meqralqaq	pos	bald spot(s)	meqralqaa ilaaghluku enan pinaken ‘just patch the bald spots (of the skin)’
meqsaghtugh-	pos	to go quench one's thirst	meqsaghtughtuq ‘he went for water to drink’
meqsug-	pos	to be thirsty	meqsugtuq ‘he's thirsty’ /
meraaghinaq	pos	open water; nothing but water	"meghek uqlightekagka saallgaak meraaghinaatalghiik ‘the place where I was hunting had nothing but water, but ice formed on it’; meraaghinaghmi aghvengut ‘they caught a whale in open water’"
Meregta	pos	Maruwtu Point site on St. Lawrence Is.	see Map 7 in Appendices
Meregtemmii(t) 	pos	a particular clan	No information given.
mesagh-	pos	to dip something (food) into oil or the like	Chukotkan (R)
mesak	pos	bog	"mesagtuuq ‘it is boggy, swampy’"
mesamsug-	pos	to snack; to nibble	mesamsugtuq ‘he nibbled’
mesaqaaghaq* 	pos	snow bunting (Plectrophenax nivalis); white wagtail (Motacilla alba)	"more generally, any small bird or chick; Kingugmeng qerngughtiikut mesaqaaghaghnun neghesaghqameng. ‘We gathered worms for feeding to the little birds.’ (SLI JR. DICT. 100)"
mesaqe-	pos	to smack with the lips; to smack feet or the like on wet surface	No information given.
mesaqegtagh-	pos	to make a smacking sound with the feet in mud	No information given.
"mesigha-, mesighagh-"	pos	to deny one's guilt; to deny doing what one really did do	mesighaaq or mesighaghtuq ‘he denied doing what he did’ / mesighakaa ‘he denied doing it’
mesiigh-1	pos	"to dip food into oil preparatory to eating it; to eat, dipping the food into oil first"	mesiightuq ‘he dipped food into oil (and ate it)’; mesiighaa ‘he dipped it into oil (and ate it)’ /
mesiigh-2	pos	to remove liquid from (it)	mesiighaa ‘he removed the liquid from it’ / 
mesiighqe-	pos	to oil; to get oily; to get or put oil on	"mesiighquq ‘he got oily, or put oil on himself’; mesiighqaa ‘he put oil on it, oiled it’ /"
mesiighqusiq	pos	kerosene	No information given.
mesiighquute-	pos	to cook in oil; to drop into oil	Chukotkan (R)
mesiilghutaq	pos	vessel for holding or storing oil; gas can; oil can	No information given.
mesiinae	pos	sewing machine; machine	kakiiquq mesiinekun ‘she is sewing with a sewing machine’
mesiipik	pos	seal oil	No information given.
mesiiq	pos	oil; oil dip for food	mesiighrugnilnguq ‘greasy food’; mesiingllaghtuq he's making oil from solid fat’
mesughsugni-	pos	to be a clear liquid	No information given.
mesughtuqaq	pos	something with a high liquid content	No information given.
mesughtuqe-	pos	to ooze or run (of a sore or cut)	No information given.
mesugusugnagh-	pos	to be swampy	Chukoktan (R)
mesunge-	pos	to get wet; to get soaked	mesunguq ‘it got wet (as from rain)’ /
mesungesak	pos	killer whale; orca (Orcinus orca)	No information given.
mesungleqe-	pos	to get thoroughly soaked	= mesungteqe-
mesungteqe-	pos	to get thoroughly soaked	= mesungleqe-
mesuq	pos	liquid; juice; water in marshland; wetness on clothing	"mesughtuuq ‘it is juicy, wet through and through’; Nunivak paga mesughllaguuq eslallugem kingunganeng. ‘The tundra up there is full of water after the rain.’ (SLI JR. DICT. 98)"
mesuuna	pos	comb; hairbrush (by extension)	"also used in the plural, mesuunat, for one comb"
mesuuna-	pos	to comb the hair; to brush the hair (by extension)	"mesuunaaq ‘he combed his (own) hair’; mesuunaa ‘he combed his (another's) hair’ / Fast-eneghpeni aghmigaqillu mesuunaaqillu, ilagpenun nallukesqelluku fast-ellghen. ‘When you fast, wash your face and comb your hair and don’t let your fellows know that you are fasting.’ (Matthew 6.17-18)"
mesuunavak	pos	large ice pick	"used in the plural, mesuunavaget, for one pick"
metagh-	pos	to smother	No information given.
meteghlluk	pos	common raven (Corvus corax)	"Meteghllugllagnguq taana estaaghaamalghii. ‘That big raven was out sliding on the snow.’ (KALLAG. 17);  Ungipaghaninguq imani meteghlluget, anipat qateperewaaghuyalghiit.  Anipankuk meteghllugenkuk piniqutepigsalghiik, quunpeng qerngaghmetaqelghiik. ‘In the story it is said that back then ravens and owls were white in color. The owl and the raven were friends, always staying with each other.’ (SIVUQ. NANGAGH. 3:222)cf. metghaq"
meteghyaq	pos	eyebrow; eyebrow hair; partition on a seal-oil lamp	meteghyanka ‘my eyebrows’
metenge-	pos	to suddenly fly up; to suddenly ascend	"anipam qawaak naluguma akuqaghluku metengaghaghtuq ‘the owl  grabbed a landed bird and suddenly flew upward’; tengegkayuk nalugnaqsaghluni metenguq quulmun ‘the airplane was going to land, but it suddenly ascended’"
metengqe-	pos	to be too big to fit (garment); to not fit (garment) because it is too small; to outgrow (garment)	mekelghiighem atkuni metengqaa ‘the boy outgrew his parka’; aatkani metengqelluki lliighii angliyalghiimi ‘he can’t fit his clothes anymore because he has grown’
metengtaq	pos	dorsal fin	No information given.
metghaghrak	pos	a certain edible plant that grows in sandy soil (Honckenya or Arenaria peploides); oysterleafs (Mertensia maritime)	Chukotkan (R)
"metghaq, metghapik"	pos	common eider (Somateria mollissima) ; parka made of eider skin with feathers	cf. meteghlluk
metghiq	pos	type of stitch	exact identification undetermined
metigh-	pos	to make a sly remark	No information given.
metngaamsiig-	pos	to hop around (of bird or person)	metngaamsiigtuq ‘he or it is hopping around’ / cf. metngegh-
metngegh-1	pos	to steal away; to kidnap	metngeghtuq ‘he stole away’ / metngeghtestaa ‘he caused her to leave without telling anyone’; metngeqaghvikaa ‘he stole a quick visit to her’
metngegh-2	pos	to leap; to jump; spring up	metngeghtuq ‘he or it sprung up’
